,test_file,test,base_time_min,base_time_mean,base_time_max,dynamo_time_min,dynamo_time_mean,dynamo_time_max,ratio
782,test_set.py,TestMethodsMutating_Set_Dict.test_intersection_with_mutation,0.126,0.12675,0.128,0.706,0.712,0.719,5.617357001972386
158,test_ordered_dict.py,PurePythonGeneralMappingTests.test_getitem,0.12,0.1225,0.125,0.681,0.688,0.695,5.616326530612245
458,test_operator.py,PyOperatorTestCase.test_floordiv,0.121,0.12175,0.123,0.676,0.6837500000000001,0.694,5.616016427104723
644,test_set.py,TestBasicOpsTuple.test_self_equality,0.12,0.1225,0.126,0.676,0.6875,0.7,5.612244897959184
820,test_set.py,TestMethodsMutating_Set_Subclass.test_symmetric_difference_with_mutation,0.123,0.127,0.13,0.707,0.71275,0.72,5.612204724409449
1032,test_contextlib.py,ContextManagerTestCase.test_contextmanager_no_reraise,0.121,0.12175,0.123,0.678,0.68325,0.694,5.611909650924025
1025,test_set.py,TestWeirdBugs.test_merge_and_mutate,0.117,0.12125,0.123,0.669,0.68025,0.704,5.610309278350516
671,test_set.py,TestBinaryOpsMutating_Set_Set.test_iadd_with_mutation,0.124,0.12575,0.128,0.698,0.705,0.717,5.606361829025845
1057,test_contextlib.py,TestExitStack.test_exit_exception_chaining_reference,0.119,0.12,0.121,0.67,0.6727500000000001,0.675,5.606250000000001
793,test_set.py,TestMethodsMutating_Set_List.test_intersection_with_mutation,0.125,0.12625,0.128,0.704,0.70775,0.714,5.605940594059406
821,test_set.py,TestMethodsMutating_Set_Subclass.test_union_with_mutation,0.124,0.1275,0.129,0.71,0.71475,0.72,5.605882352941176
802,test_set.py,TestMethodsMutating_Set_Set.test_difference_with_mutation,0.126,0.1275,0.129,0.71,0.71475,0.72,5.605882352941176
813,test_set.py,TestMethodsMutating_Set_Subclass.test_difference_with_mutation,0.127,0.1275,0.129,0.708,0.7144999999999999,0.719,5.603921568627451
917,test_set.py,TestOnlySetsTuple.test_difference_update_operator,0.122,0.123,0.124,0.687,0.6892499999999999,0.694,5.603658536585365
808,test_set.py,TestMethodsMutating_Set_Set.test_symmetric_difference_update_with_mutation,0.125,0.12725,0.131,0.702,0.71275,0.718,5.601178781925344
724,test_set.py,TestBinaryOpsMutating_Subclass_Subclass.test_or_with_mutation,0.125,0.127,0.129,0.706,0.7112499999999999,0.717,5.600393700787401
876,test_set.py,TestOnlySetsGenerator.test_update_operator,0.121,0.123,0.126,0.685,0.68875,0.694,5.599593495934959
537,test_set.py,TestBasicOpsEmpty.test_isdisjoint_empty,0.12,0.12275,0.124,0.667,0.68725,0.707,5.59877800407332
657,test_set.py,TestBinaryOps.test_isdisjoint_subset,0.122,0.125,0.134,0.691,0.69975,0.709,5.598
189,test_itertools.py,TestExamples.test_count,0.122,0.12325,0.124,0.687,0.68975,0.691,5.596348884381339
713,test_set.py,TestBinaryOpsMutating_Subclass_Subclass.test_eq_with_mutation,0.124,0.12625,0.127,0.687,0.7065,0.714,5.596039603960396
267,test_exceptions.py,ExceptionTests.test_raise_in_generator,0.122,0.123,0.124,0.68,0.6875,0.693,5.589430894308944
1069,test_collections.py,TestCollectionABCs.test_Mapping,0.116,0.11975,0.122,0.651,0.66925,0.693,5.588726513569938
672,test_set.py,TestBinaryOpsMutating_Set_Set.test_ior_with_mutation,0.126,0.12825,0.13,0.708,0.71675,0.724,5.58869395711501
818,test_set.py,TestMethodsMutating_Set_Subclass.test_issuperset_with_mutation,0.125,0.127,0.128,0.707,0.70975,0.713,5.588582677165355
686,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_iadd_with_mutation,0.125,0.128,0.13,0.692,0.7152499999999999,0.728,5.587890624999999
825,test_set.py,TestMethodsMutating_Subclass_Set.test_intersection_update_with_mutation,0.125,0.12675,0.129,0.693,0.7082499999999999,0.718,5.5877712031558175
152,test_ordered_dict.py,CPythonSubclassMappingTests.test_popitem,0.119,0.121,0.123,0.67,0.676,0.687,5.586776859504133
66,test_float.py,RoundTestCase.test_overflow,0.121,0.1225,0.125,0.681,0.68425,0.686,5.585714285714286
619,test_set.py,TestBasicOpsTriple.test_length,0.121,0.12175,0.122,0.674,0.68,0.682,5.585215605749487
829,test_set.py,TestMethodsMutating_Subclass_Set.test_issuperset_with_mutation,0.124,0.12525,0.127,0.692,0.6995,0.707,5.584830339321357
677,test_set.py,TestBinaryOpsMutating_Set_Set.test_lt_with_mutation,0.126,0.128,0.129,0.708,0.71475,0.728,5.583984375
697,test_set.py,TestBinaryOpsMutating_Subclass_Set.test_and_with_mutation,0.127,0.128,0.129,0.705,0.7144999999999999,0.723,5.582031249999999
814,test_set.py,TestMethodsMutating_Set_Subclass.test_intersection_update_with_mutation,0.126,0.128,0.129,0.708,0.7144999999999999,0.722,5.582031249999999
807,test_set.py,TestMethodsMutating_Set_Set.test_issuperset_with_mutation,0.127,0.1275,0.128,0.709,0.7115,0.714,5.580392156862745
560,test_set.py,TestBasicOpsMixedStringBytes.test_self_difference,0.12,0.12225,0.124,0.68,0.682,0.684,5.578732106339469
764,test_set.py,TestFrozenSetSubclass.test_nested_empty_constructor,0.122,0.12425,0.125,0.687,0.6930000000000001,0.7,5.577464788732395
830,test_set.py,TestMethodsMutating_Subclass_Set.test_symmetric_difference_update_with_mutation,0.127,0.12825,0.13,0.711,0.715,0.72,5.575048732943469
712,test_set.py,TestBinaryOpsMutating_Subclass_Subclass.test_and_with_mutation,0.126,0.127,0.129,0.7,0.708,0.712,5.574803149606299
681,test_set.py,TestBinaryOpsMutating_Set_Set.test_xor_with_mutation,0.125,0.127,0.129,0.702,0.708,0.716,5.574803149606299
703,test_set.py,TestBinaryOpsMutating_Subclass_Set.test_isub_with_mutation,0.124,0.12675,0.129,0.699,0.7064999999999999,0.715,5.57396449704142
123,test_ordered_dict.py,CPythonGeneralMappingTests.test_len,0.119,0.122,0.124,0.653,0.6799999999999999,0.69,5.573770491803279
790,test_set.py,TestMethodsMutating_Set_List.test_difference_update_with_mutation,0.127,0.12775,0.128,0.693,0.712,0.722,5.573385518590998
700,test_set.py,TestBinaryOpsMutating_Subclass_Set.test_gt_with_mutation,0.128,0.12825,0.129,0.704,0.7142499999999999,0.732,5.569200779727095
787,test_set.py,TestMethodsMutating_Set_Dict.test_symmetric_difference_with_mutation,0.125,0.1275,0.13,0.693,0.71,0.723,5.568627450980392
904,test_set.py,TestOnlySetsOperator.test_update_operator,0.121,0.12275,0.125,0.669,0.6835,0.698,5.5682281059063135
1053,test_contextlib.py,TestContextDecorator.test_typo_exit,0.123,0.1235,0.124,0.668,0.6875,0.707,5.566801619433199
695,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_sub_with_mutation,0.127,0.129,0.13,0.713,0.718,0.722,5.565891472868216
722,test_set.py,TestBinaryOpsMutating_Subclass_Subclass.test_lt_with_mutation,0.127,0.1285,0.131,0.711,0.715,0.721,5.56420233463035
716,test_set.py,TestBinaryOpsMutating_Subclass_Subclass.test_iadd_with_mutation,0.124,0.127,0.13,0.7,0.7064999999999999,0.714,5.562992125984251
1120,test_sys.py,ActiveExceptionTests.test_exc_info_with_exception_instance,0.12,0.1225,0.125,0.669,0.68125,0.69,5.561224489795919
815,test_set.py,TestMethodsMutating_Set_Subclass.test_intersection_with_mutation,0.125,0.128,0.13,0.695,0.71175,0.727,5.560546875
668,test_set.py,TestBinaryOpsMutating_Set_Set.test_eq_with_mutation,0.126,0.129,0.133,0.709,0.7172499999999999,0.726,5.560077519379845
781,test_set.py,TestMethodsMutating_Set_Dict.test_intersection_update_with_mutation,0.126,0.12725,0.128,0.696,0.7072499999999999,0.721,5.55795677799607
780,test_set.py,TestMethodsMutating_Set_Dict.test_difference_with_mutation,0.126,0.12775,0.129,0.707,0.71,0.713,5.557729941291584
676,test_set.py,TestBinaryOpsMutating_Set_Set.test_le_with_mutation,0.128,0.12875,0.13,0.702,0.715,0.723,5.5533980582524265
145,test_ordered_dict.py,CPythonSubclassMappingTests.test_constructor,0.116,0.12025,0.125,0.665,0.6677500000000001,0.671,5.553014553014553
874,test_set.py,TestOnlySetsGenerator.test_intersection_update_operator,0.121,0.12225,0.124,0.66,0.6785,0.698,5.550102249488752
948,test_set.py,TestSet.test_pop,0.121,0.122,0.123,0.67,0.677,0.688,5.549180327868853
150,test_ordered_dict.py,CPythonSubclassMappingTests.test_len,0.121,0.12275,0.124,0.664,0.681,0.691,5.54786150712831
1024,test_set.py,TestWeirdBugs.test_iter_and_mutate,0.121,0.1225,0.124,0.676,0.6795,0.683,5.546938775510204
833,test_set.py,TestMethodsMutating_Subclass_Set.test_update_with_mutation,0.126,0.127,0.128,0.692,0.7042499999999999,0.71,5.545275590551181
688,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_isub_with_mutation,0.124,0.1275,0.129,0.677,0.70675,0.723,5.543137254901961
723,test_set.py,TestBinaryOpsMutating_Subclass_Subclass.test_ne_with_mutation,0.125,0.1265,0.128,0.687,0.701,0.717,5.541501976284585
791,test_set.py,TestMethodsMutating_Set_List.test_difference_with_mutation,0.127,0.128,0.13,0.704,0.7092499999999999,0.714,5.541015624999999
816,test_set.py,TestMethodsMutating_Set_Subclass.test_isdisjoint_with_mutation,0.125,0.12775,0.13,0.698,0.70775,0.712,5.540117416829745
842,test_set.py,TestMethodsMutating_Subclass_Subclass.test_symmetric_difference_with_mutation,0.129,0.12975,0.13,0.715,0.71875,0.722,5.539499036608863
670,test_set.py,TestBinaryOpsMutating_Set_Set.test_gt_with_mutation,0.126,0.128,0.129,0.692,0.70875,0.719,5.537109375
812,test_set.py,TestMethodsMutating_Set_Subclass.test_difference_update_with_mutation,0.127,0.128,0.129,0.702,0.70875,0.718,5.537109375
684,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_ge_with_mutation,0.126,0.12775,0.129,0.705,0.7072499999999999,0.711,5.536203522504891
705,test_set.py,TestBinaryOpsMutating_Subclass_Set.test_ixor_with_mutation,0.128,0.12925,0.13,0.706,0.7155,0.722,5.5357833655706
682,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_and_with_mutation,0.128,0.12925,0.13,0.709,0.7155,0.724,5.5357833655706
844,test_set.py,TestMethodsMutating_Subclass_Subclass.test_update_with_mutation,0.127,0.12825,0.13,0.697,0.70975,0.722,5.53411306042885
937,test_set.py,TestSet.test_gc,0.121,0.124,0.126,0.68,0.6857500000000001,0.695,5.530241935483872
835,test_set.py,TestMethodsMutating_Subclass_Subclass.test_difference_with_mutation,0.126,0.12775,0.13,0.688,0.7062499999999999,0.724,5.528375733855185
843,test_set.py,TestMethodsMutating_Subclass_Subclass.test_union_with_mutation,0.129,0.12975,0.131,0.711,0.7172499999999999,0.726,5.527938342967244
691,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_le_with_mutation,0.127,0.128,0.129,0.698,0.7075,0.72,5.52734375
806,test_set.py,TestMethodsMutating_Set_Set.test_issubset_with_mutation,0.126,0.12725,0.128,0.692,0.703,0.713,5.524557956777995
708,test_set.py,TestBinaryOpsMutating_Subclass_Set.test_ne_with_mutation,0.122,0.127,0.132,0.679,0.7015,0.726,5.5236220472440944
826,test_set.py,TestMethodsMutating_Subclass_Set.test_intersection_with_mutation,0.128,0.1285,0.129,0.689,0.70975,0.734,5.523346303501945
783,test_set.py,TestMethodsMutating_Set_Dict.test_isdisjoint_with_mutation,0.126,0.127,0.128,0.694,0.7012499999999999,0.709,5.521653543307086
1127,test_sys.py,SysModuleTest.test_disable_gil_abi,0.117,0.1235,0.13,0.671,0.6817500000000001,0.707,5.520242914979757
788,test_set.py,TestMethodsMutating_Set_Dict.test_union_with_mutation,0.127,0.1295,0.135,0.707,0.71475,0.722,5.519305019305019
779,test_set.py,TestMethodsMutating_Set_Dict.test_difference_update_with_mutation,0.127,0.12775,0.128,0.695,0.705,0.711,5.518590998043052
721,test_set.py,TestBinaryOpsMutating_Subclass_Subclass.test_le_with_mutation,0.127,0.12825,0.129,0.7,0.70775,0.724,5.518518518518518
819,test_set.py,TestMethodsMutating_Set_Subclass.test_symmetric_difference_update_with_mutation,0.128,0.129,0.13,0.706,0.71175,0.722,5.517441860465116
975,test_set.py,TestSetSubclass.test_gc,0.123,0.1235,0.124,0.672,0.68125,0.706,5.516194331983806
809,test_set.py,TestMethodsMutating_Set_Set.test_symmetric_difference_with_mutation,0.128,0.1295,0.131,0.709,0.7142499999999999,0.72,5.515444015444015
694,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_or_with_mutation,0.124,0.12675,0.128,0.687,0.699,0.712,5.514792899408284
696,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_xor_with_mutation,0.129,0.1295,0.131,0.71,0.714,0.721,5.513513513513513
786,test_set.py,TestMethodsMutating_Set_Dict.test_symmetric_difference_update_with_mutation,0.125,0.12825,0.132,0.692,0.707,0.723,5.512670565302144
799,test_set.py,TestMethodsMutating_Set_List.test_union_with_mutation,0.125,0.12775,0.129,0.695,0.70375,0.711,5.50880626223092
690,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_ixor_with_mutation,0.128,0.12925,0.13,0.702,0.712,0.721,5.508704061895551
701,test_set.py,TestBinaryOpsMutating_Subclass_Set.test_iadd_with_mutation,0.125,0.1285,0.131,0.7,0.7075,0.716,5.505836575875486
726,test_set.py,TestBinaryOpsMutating_Subclass_Subclass.test_xor_with_mutation,0.127,0.12825,0.129,0.694,0.706,0.721,5.504873294346978
841,test_set.py,TestMethodsMutating_Subclass_Subclass.test_symmetric_difference_update_with_mutation,0.128,0.129,0.13,0.706,0.71,0.72,5.503875968992248
832,test_set.py,TestMethodsMutating_Subclass_Set.test_union_with_mutation,0.127,0.12875,0.131,0.705,0.7084999999999999,0.715,5.502912621359222
685,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_gt_with_mutation,0.127,0.12875,0.13,0.7,0.7084999999999999,0.719,5.502912621359222
784,test_set.py,TestMethodsMutating_Set_Dict.test_issubset_with_mutation,0.123,0.12975,0.135,0.705,0.714,0.72,5.502890173410404
811,test_set.py,TestMethodsMutating_Set_Set.test_update_with_mutation,0.126,0.1295,0.132,0.705,0.7124999999999999,0.717,5.501930501930501
667,test_set.py,TestBinaryOpsMutating_Set_Set.test_and_with_mutation,0.128,0.12875,0.13,0.697,0.7082499999999999,0.719,5.500970873786407
717,test_set.py,TestBinaryOpsMutating_Subclass_Subclass.test_ior_with_mutation,0.128,0.129,0.131,0.695,0.7092499999999999,0.721,5.498062015503876
710,test_set.py,TestBinaryOpsMutating_Subclass_Set.test_sub_with_mutation,0.124,0.1285,0.131,0.691,0.7064999999999999,0.721,5.49805447470817
693,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_ne_with_mutation,0.127,0.12775,0.128,0.691,0.702,0.709,5.495107632093933
800,test_set.py,TestMethodsMutating_Set_List.test_update_with_mutation,0.128,0.12825,0.129,0.691,0.7044999999999999,0.717,5.493177387914229
810,test_set.py,TestMethodsMutating_Set_Set.test_union_with_mutation,0.127,0.1275,0.129,0.694,0.7002499999999999,0.712,5.492156862745097
1075,test_collections.py,TestCollectionABCs.test_Set,0.122,0.122,0.122,0.664,0.6695,0.673,5.487704918032787
785,test_set.py,TestMethodsMutating_Set_Dict.test_issuperset_with_mutation,0.128,0.1295,0.13,0.704,0.7104999999999999,0.719,5.486486486486486
683,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_eq_with_mutation,0.127,0.1285,0.13,0.696,0.705,0.716,5.486381322957198
678,test_set.py,TestBinaryOpsMutating_Set_Set.test_ne_with_mutation,0.128,0.129,0.13,0.692,0.7075,0.728,5.484496124031008
834,test_set.py,TestMethodsMutating_Subclass_Subclass.test_difference_update_with_mutation,0.128,0.1285,0.13,0.694,0.70475,0.717,5.48443579766537
680,test_set.py,TestBinaryOpsMutating_Set_Set.test_sub_with_mutation,0.127,0.12925,0.131,0.701,0.7084999999999999,0.718,5.481624758220502
669,test_set.py,TestBinaryOpsMutating_Set_Set.test_ge_with_mutation,0.125,0.12725,0.129,0.691,0.6975,0.707,5.481335952848723
714,test_set.py,TestBinaryOpsMutating_Subclass_Subclass.test_ge_with_mutation,0.127,0.1285,0.131,0.688,0.704,0.724,5.4785992217898825
711,test_set.py,TestBinaryOpsMutating_Subclass_Set.test_xor_with_mutation,0.125,0.1285,0.133,0.692,0.7035,0.717,5.474708171206226
706,test_set.py,TestBinaryOpsMutating_Subclass_Set.test_le_with_mutation,0.124,0.1265,0.129,0.686,0.69225,0.705,5.472332015810277
704,test_set.py,TestBinaryOpsMutating_Subclass_Set.test_iteration_with_mutation,0.131,0.133,0.137,0.725,0.72675,0.73,5.464285714285714
828,test_set.py,TestMethodsMutating_Subclass_Set.test_issubset_with_mutation,0.127,0.12875,0.131,0.694,0.7022499999999999,0.713,5.454368932038834
702,test_set.py,TestBinaryOpsMutating_Subclass_Set.test_ior_with_mutation,0.13,0.1305,0.131,0.705,0.7115,0.719,5.452107279693487
824,test_set.py,TestMethodsMutating_Subclass_Set.test_difference_with_mutation,0.127,0.1285,0.13,0.694,0.7002499999999999,0.714,5.449416342412451
840,test_set.py,TestMethodsMutating_Subclass_Subclass.test_issuperset_with_mutation,0.125,0.128,0.13,0.677,0.69725,0.723,5.447265625
673,test_set.py,TestBinaryOpsMutating_Set_Set.test_isub_with_mutation,0.124,0.1285,0.13,0.69,0.6995,0.713,5.443579766536965
699,test_set.py,TestBinaryOpsMutating_Subclass_Set.test_ge_with_mutation,0.129,0.1295,0.13,0.696,0.70475,0.709,5.442084942084942
789,test_set.py,TestMethodsMutating_Set_Dict.test_update_with_mutation,0.126,0.131,0.142,0.708,0.71275,0.717,5.440839694656488
117,test_ordered_dict.py,CPythonGeneralMappingTests.test_bool,0.121,0.122,0.124,0.655,0.6637500000000001,0.679,5.440573770491804
838,test_set.py,TestMethodsMutating_Subclass_Subclass.test_isdisjoint_with_mutation,0.128,0.12875,0.13,0.691,0.7002499999999999,0.708,5.43883495145631
837,test_set.py,TestMethodsMutating_Subclass_Subclass.test_intersection_with_mutation,0.126,0.1295,0.132,0.698,0.70375,0.714,5.434362934362934
823,test_set.py,TestMethodsMutating_Subclass_Set.test_difference_update_with_mutation,0.128,0.1285,0.13,0.687,0.698,0.709,5.431906614785992
675,test_set.py,TestBinaryOpsMutating_Set_Set.test_ixor_with_mutation,0.126,0.12875,0.131,0.679,0.699,0.711,5.429126213592233
679,test_set.py,TestBinaryOpsMutating_Set_Set.test_or_with_mutation,0.124,0.1285,0.131,0.683,0.6975,0.71,5.428015564202335
804,test_set.py,TestMethodsMutating_Set_Set.test_intersection_with_mutation,0.128,0.12925,0.13,0.695,0.7012499999999999,0.708,5.425531914893616
687,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_ior_with_mutation,0.125,0.1285,0.133,0.687,0.69625,0.718,5.418287937743191
803,test_set.py,TestMethodsMutating_Set_Set.test_intersection_update_with_mutation,0.128,0.12975,0.131,0.689,0.702,0.713,5.410404624277456
725,test_set.py,TestBinaryOpsMutating_Subclass_Subclass.test_sub_with_mutation,0.125,0.12875,0.135,0.684,0.69525,0.716,5.4
839,test_set.py,TestMethodsMutating_Subclass_Subclass.test_issubset_with_mutation,0.128,0.12925,0.13,0.692,0.69675,0.705,5.390715667311412
709,test_set.py,TestBinaryOpsMutating_Subclass_Set.test_or_with_mutation,0.129,0.1295,0.13,0.68,0.696,0.717,5.3745173745173735
719,test_set.py,TestBinaryOpsMutating_Subclass_Subclass.test_iteration_with_mutation,0.133,0.135,0.138,0.723,0.7255,0.727,5.374074074074074
817,test_set.py,TestMethodsMutating_Set_Subclass.test_issubset_with_mutation,0.128,0.13225,0.139,0.704,0.70975,0.718,5.366729678638941
720,test_set.py,TestBinaryOpsMutating_Subclass_Subclass.test_ixor_with_mutation,0.127,0.129,0.131,0.681,0.6865,0.695,5.321705426356589
674,test_set.py,TestBinaryOpsMutating_Set_Set.test_iteration_with_mutation,0.132,0.1345,0.137,0.695,0.7064999999999999,0.724,5.252788104089218
1110,test_sort.py,TestBase.testStressfully,0.135,0.13725,0.14,0.708,0.71675,0.723,5.222222222222221
689,test_set.py,TestBinaryOpsMutating_Set_Subclass.test_iteration_with_mutation,0.136,0.13675,0.137,0.704,0.7122499999999999,0.722,5.208409506398537
1137,test_int_literal.py,TestHexOctBin.test_bin_baseline,0.117,0.11875,0.121,0.581,0.6005,0.613,5.056842105263159
424,test_int.py,IntTestCases.test_non_numeric_input_types,0.117,0.11975,0.122,0.589,0.59925,0.608,5.004175365344468
1142,test_int_literal.py,TestHexOctBin.test_oct_unsigned,0.117,0.11825,0.12,0.573,0.59075,0.603,4.995771670190275
354,test_userlist.py,UserListTest.test_contains_order,0.116,0.1169999999999999,0.118,0.581,0.5845,0.594,4.995726495726497
1141,test_int_literal.py,TestHexOctBin.test_oct_baseline,0.121,0.122,0.123,0.595,0.604,0.627,4.950819672131147
188,test_itertools.py,TestExamples.test_compress,0.115,0.1165,0.118,0.572,0.57675,0.583,4.950643776824034
1163,test_userdict.py,UserDictTest.test_keys,0.121,0.12125,0.122,0.593,0.599,0.604,4.9402061855670105
1139,test_int_literal.py,TestHexOctBin.test_hex_baseline,0.118,0.11975,0.121,0.578,0.5912499999999999,0.602,4.937369519832985
0,test_complex.py,ComplexTest.test_divmod,0.117,0.1185,0.12,0.574,0.5842499999999999,0.591,4.930379746835443
361,test_userlist.py,UserListTest.test_len,0.119,0.12025,0.122,0.584,0.5925,0.596,4.927234927234927
408,test_int.py,IntStrDigitLimitsTests.test_max_str_digits,0.12,0.1215,0.123,0.592,0.59725,0.603,4.915637860082304
1162,test_userdict.py,UserDictTest.test_get,0.122,0.12275,0.124,0.598,0.60225,0.605,4.906313645621181
373,test_iter.py,TestCase.test_extending_list_with_iterator_does_not_segfault,0.117,0.11975,0.122,0.578,0.5874999999999999,0.601,4.906054279749478
249,test_with.py,NonexceptionalTestCase.testBoundGenerator,0.117,0.11825,0.12,0.573,0.57975,0.591,4.902748414376322
58,test_float.py,InfNanTest.test_nan_as_str,0.117,0.1195,0.122,0.573,0.585,0.606,4.895397489539749
68,test_float.py,RoundTestCase.test_small_n,0.116,0.1195,0.124,0.582,0.585,0.588,4.895397489539749
363,test_userlist.py,UserListTest.test_mixedadd,0.117,0.11925,0.123,0.574,0.583,0.592,4.888888888888888
421,test_int.py,IntTestCases.test_invalid_signs,0.121,0.1215,0.122,0.592,0.59375,0.595,4.886831275720165
440,test_operator.py,COperatorTestCase.test_not_,0.117,0.1185,0.121,0.559,0.579,0.605,4.886075949367089
369,test_userlist.py,UserListTest.test_truth,0.119,0.11925,0.12,0.579,0.5825,0.585,4.884696016771489
360,test_userlist.py,UserListTest.test_imul,0.118,0.1215,0.126,0.586,0.593,0.598,4.880658436213992
1108,test_collections.py,TestUserObjects.test_list_protocol,0.118,0.11925,0.121,0.572,0.582,0.594,4.880503144654088
191,test_itertools.py,TestExamples.test_dropwhile,0.116,0.118,0.122,0.572,0.57575,0.579,4.8792372881355925
67,test_float.py,RoundTestCase.test_previous_round_bugs,0.117,0.12075,0.124,0.569,0.589,0.621,4.877846790890269
1140,test_int_literal.py,TestHexOctBin.test_hex_unsigned,0.118,0.12,0.124,0.576,0.5845,0.593,4.870833333333334
236,test_with.py,NestedNonexceptionalTestCase.testSingleArgBoundToSingleElementParenthesizedList,0.119,0.12125,0.123,0.588,0.5902499999999999,0.596,4.868041237113402
362,test_userlist.py,UserListTest.test_minmax,0.12,0.121,0.122,0.583,0.58875,0.593,4.865702479338843
1091,test_collections.py,TestCounter.test_invariant_for_the_in_operator,0.117,0.11825,0.12,0.574,0.5752499999999999,0.577,4.864693446088794
287,test_tuple.py,TupleTest.test_repr,0.117,0.11975,0.122,0.578,0.5825,0.588,4.864300626304802
1191,test_list.py,ListTest.test_len,0.119,0.12075,0.123,0.571,0.5872499999999999,0.596,4.86335403726708
283,test_tuple.py,TupleTest.test_len,0.12,0.121,0.123,0.586,0.588,0.592,4.859504132231405
298,test_math.py,IsCloseTests.test_identical_infinite,0.115,0.118,0.123,0.571,0.5732499999999999,0.576,4.858050847457626
6,test_complex.py,ComplexTest.test_neg,0.117,0.11825,0.121,0.571,0.5742499999999999,0.577,4.856236786469344
256,test_defaultdict.py,TestDefaultDict.test_recursive_repr,0.119,0.12075,0.123,0.58,0.5862499999999999,0.591,4.855072463768115
438,test_operator.py,COperatorTestCase.test_length_hint,0.117,0.11975,0.122,0.559,0.58125,0.599,4.853862212943633
3,test_complex.py,ComplexTest.test_floordiv_zero_division,0.118,0.1205,0.123,0.578,0.584,0.593,4.846473029045643
1112,test_sort.py,TestDecorateSortUndecorate.test_key_with_exception,0.117,0.12025,0.123,0.579,0.5825,0.587,4.844074844074845
60,test_float.py,InfNanTest.test_nan_signs,0.119,0.12,0.121,0.576,0.5812499999999999,0.586,4.84375
216,test_itertools.py,TestGC.test_zip_longest,0.117,0.12025,0.122,0.571,0.5822499999999999,0.594,4.841995841995842
1076,test_collections.py,TestCollectionABCs.test_Set_from_iterable,0.12,0.12075,0.121,0.581,0.5845,0.589,4.840579710144928
432,test_operator.py,CCOperatorPickleTestCase.test_attrgetter,0.117,0.11975,0.122,0.578,0.5794999999999999,0.581,4.839248434237995
264,test_exceptions.py,ExceptionTests.test_generator_leaking2,0.117,0.11825,0.122,0.569,0.572,0.576,4.837209302325581
469,test_operator.py,PyOperatorTestCase.test_length_hint,0.117,0.11875,0.121,0.569,0.5742499999999999,0.584,4.83578947368421
54,test_float.py,IEEEFormatTestCase.test_serialized_float_rounding,0.118,0.119,0.121,0.57,0.5752499999999999,0.579,4.834033613445378
1138,test_int_literal.py,TestHexOctBin.test_bin_unsigned,0.122,0.1225,0.124,0.583,0.592,0.601,4.83265306122449
366,test_userlist.py,UserListTest.test_slice,0.118,0.121,0.122,0.582,0.58475,0.587,4.832644628099174
219,test_with.py,AssignmentTargetTestCase.testMultipleComplexTargets,0.117,0.1195,0.122,0.575,0.5774999999999999,0.581,4.832635983263597
297,test_math.py,IsCloseTests.test_identical,0.117,0.119,0.122,0.552,0.57475,0.587,4.829831932773109
367,test_userlist.py,UserListTest.test_slice_assign_iterator,0.121,0.12175,0.122,0.581,0.588,0.591,4.829568788501026
478,test_operator.py,PyOperatorTestCase.test_not_,0.117,0.11825,0.119,0.556,0.571,0.578,4.828752642706131
248,test_with.py,NonLocalFlowControlTestCase.testWithYield,0.117,0.119,0.12,0.569,0.5745,0.58,4.827731092436975
1109,test_collections.py,TestUserObjects.test_str_protocol,0.121,0.12225,0.124,0.589,0.59,0.591,4.826175869120655
462,test_operator.py,PyOperatorTestCase.test_index,0.117,0.12,0.125,0.576,0.579,0.581,4.825
1105,test_collections.py,TestOneTrickPonyABCs.test_registration,0.117,0.11975,0.121,0.575,0.57775,0.582,4.824634655532359
441,test_operator.py,COperatorTestCase.test_truth,0.117,0.118,0.121,0.558,0.56925,0.58,4.8241525423728815
235,test_with.py,NestedNonexceptionalTestCase.testSingleArgBoundToNonTuple,0.119,0.12125,0.123,0.574,0.58475,0.592,4.822680412371134
232,test_with.py,FailureTestCase.testExitThrows,0.118,0.11975,0.121,0.573,0.5774999999999999,0.583,4.822546972860125
427,test_int.py,IntTestCases.test_unicode,0.117,0.121,0.123,0.581,0.5834999999999999,0.587,4.822314049586776
101,test_dict.py,GeneralMappingTests.test_values,0.115,0.11775,0.122,0.563,0.56775,0.572,4.821656050955413
195,test_itertools.py,TestExamples.test_map,0.116,0.11825,0.122,0.564,0.57,0.574,4.82029598308668
4,test_complex.py,ComplexTest.test_mod,0.119,0.121,0.125,0.574,0.5832499999999999,0.593,4.820247933884297
1079,test_collections.py,TestCollectionABCs.test_equality_Set,0.118,0.119,0.122,0.57,0.5734999999999999,0.577,4.819327731092437
